,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
35722,2015,1,3,6,UA,239,N848UA,LAX,SFO,1033,1031,-2,23.0,1054.0,95,99.0,59.0,337,1153.0,17.0,1208,1210,2,0,0,,,,,,
36041,2015,1,3,6,WN,1009,N602SW,LAX,SFO,1055,1106,11,6.0,1112.0,75,64.0,54.0,337,1206.0,4.0,1210,1210,0,0,0,,,,,,
36189,2015,1,3,6,UA,785,N466UA,SFO,LAX,1105,1130,25,20.0,1150.0,93,85.0,52.0,337,1242.0,13.0,1238,1255,17,0,0,,0.0,0.0,17.0,0.0,0.0
36274,2015,1,3,6,VX,330,N642VA,SFO,LAX,1110,1110,0,10.0,1120.0,80,73.0,53.0,337,1213.0,10.0,1230,1223,-7,0,0,,,,,,
36508,2015,1,3,6,VX,927,N840VA,LAX,SFO,1125,1145,20,11.0,1156.0,80,72.0,56.0,337,1252.0,5.0,1245,1257,12,0,0,,,,,,
36699,2015,1,3,6,WN,2509,N626SW,SFO,LAX,1135,1132,-3,8.0,1140.0,80,80.0,52.0,337,1232.0,20.0,1255,1252,-3,0,0,,,,,,
37022,2015,1,3,6,WN,2779,N687SW,LAX,SFO,1155,1158,3,12.0,1210.0,75,75.0,57.0,337,1307.0,6.0,1310,1313,3,0,0,,,,,,
37349,2015,1,3,6,AA,2378,N3BVAA,SFO,LAX,1215,1210,-5,19.0,1229.0,80,104.0,60.0,337,1329.0,25.0,1335,1354,19,0,0,,19.0,0.0,0.0,0.0,0.0
37831,2015,1,3,6,WN,1098,N354SW,SFO,LAX,1250,1256,6,20.0,1316.0,80,97.0,55.0,337,1411.0,22.0,1410,1433,23,0,0,,17.0,0.0,6.0,0.0,0.0
37886,2015,1,3,6,UA,1211,N77431,LAX,SFO,1254,1303,9,17.0,1320.0,82,81.0,54.0,337,1414.0,10.0,1416,1424,8,0,0,,,,,,
37972,2015,1,3,6,UA,1159,N76504,SFO,LAX,1300,1320,20,18.0,1338.0,96,86.0,56.0,337,1434.0,12.0,1436,1446,10,0,0,,,,,,
38388,2015,1,3,6,VX,928,N530VA,SFO,LAX,1325,1324,-1,11.0,1335.0,75,68.0,53.0,337,1428.0,4.0,1440,1432,-8,0,0,,,,,,
38401,2015,1,3,6,WN,2598,N626SW,LAX,SFO,1325,1330,5,9.0,1339.0,80,67.0,54.0,337,1433.0,4.0,1445,1437,-8,0,0,,,,,,
38469,2015,1,3,6,VX,929,N843VA,LAX,SFO,1330,1330,0,10.0,1340.0,75,71.0,55.0,337,1435.0,6.0,1445,1441,-4,0,0,,,,,,
39559,2015,1,3,6,WN,1187,N354SW,LAX,SFO,1440,1512,32,6.0,1518.0,75,68.0,57.0,337,1615.0,5.0,1555,1620,25,0,0,,0.0,0.0,7.0,18.0,0.0
40135,2015,1,3,6,WN,2687,N626SW,SFO,LAX,1515,1512,-3,7.0,1519.0,85,81.0,53.0,337,1612.0,21.0,1640,1633,-7,0,0,,,,,,
40343,2015,1,3,6,UA,1750,N76504,LAX,SFO,1530,1555,25,17.0,1612.0,79,73.0,51.0,337,1703.0,5.0,1649,1708,19,0,0,,0.0,0.0,18.0,1.0,0.0
40407,2015,1,3,6,VX,932,N845VA,SFO,LAX,1535,1535,0,16.0,1551.0,80,74.0,52.0,337,1643.0,6.0,1655,1649,-6,0,0,,,,,,
40489,2015,1,3,6,VX,933,N530VA,LAX,SFO,1540,1536,-4,7.0,1543.0,80,65.0,56.0,337,1639.0,2.0,1700,1641,-19,0,0,,,,,,
40807,2015,1,3,6,AA,209,N3BVAA,LAX,SFO,1600,1602,2,16.0,1618.0,75,75.0,55.0,337,1713.0,4.0,1715,1717,2,0,0,,,,,,
41088,2015,1,3,6,VX,936,N625VA,SFO,LAX,1620,1616,-4,9.0,1625.0,80,69.0,53.0,337,1718.0,7.0,1740,1725,-15,0,0,,,,,,
41172,2015,1,3,6,WN,1276,N354SW,SFO,LAX,1625,1650,25,8.0,1658.0,80,69.0,55.0,337,1753.0,6.0,1745,1759,14,0,0,,,,,,
41314,2015,1,3,6,VX,923,N635VA,LAX,SFO,1635,1632,-3,14.0,1646.0,75,74.0,55.0,337,1741.0,5.0,1750,1746,-4,0,0,,,,,,
41379,2015,1,3,6,UA,769,N855UA,SFO,LAX,1640,1642,2,13.0,1655.0,87,74.0,50.0,337,1745.0,11.0,1807,1756,-11,0,0,,,,,,
41876,2015,1,3,6,WN,2776,N626SW,LAX,SFO,1710,1720,10,14.0,1734.0,75,76.0,58.0,337,1832.0,4.0,1825,1836,11,0,0,,,,,,
41986,2015,1,3,6,UA,746,N452UA,LAX,SFO,1716,1743,27,33.0,1816.0,85,94.0,51.0,337,1907.0,10.0,1841,1917,36,0,0,,9.0,0.0,0.0,27.0,0.0
42559,2015,1,3,6,WN,1585,N687SW,SFO,LAX,1750,1746,-4,8.0,1754.0,85,66.0,52.0,337,1846.0,6.0,1915,1852,-23,0,0,,,,,,
42597,2015,1,3,6,UA,525,N813UA,SFO,LAX,1752,1814,22,13.0,1827.0,90,78.0,54.0,337,1921.0,11.0,1922,1932,10,0,0,,,,,,
42741,2015,1,3,6,AA,219,N3HMAA,LAX,SFO,1800,1758,-2,21.0,1819.0,80,80.0,56.0,337,1915.0,3.0,1920,1918,-2,0,0,,,,,,
42819,2015,1,3,6,AA,209,N3BVAA,SFO,LAX,1805,1758,-7,18.0,1816.0,80,81.0,54.0,337,1910.0,9.0,1925,1919,-6,0,0,,,,,,
42964,2015,1,3,6,WN,1365,N354SW,LAX,SFO,1815,1839,24,5.0,1844.0,75,67.0,56.0,337,1940.0,6.0,1930,1946,16,0,0,,0.0,0.0,7.0,9.0,0.0
43082,2015,1,3,6,VX,941,N624VA,LAX,SFO,1825,1823,-2,7.0,1830.0,80,68.0,56.0,337,1926.0,5.0,1945,1931,-14,0,0,,,,,,
43230,2015,1,3,6,VX,938,N635VA,SFO,LAX,1835,1832,-3,15.0,1847.0,80,79.0,50.0,337,1937.0,14.0,1955,1951,-4,0,0,,,,,,
43576,2015,1,3,6,UA,327,N855UA,LAX,SFO,1900,1858,-2,13.0,1911.0,84,72.0,56.0,337,2007.0,3.0,2024,2010,-14,0,0,,,,,,
43676,2015,1,3,6,UA,1124,N54241,SFO,LAX,1905,1926,21,25.0,1951.0,84,85.0,49.0,337,2040.0,11.0,2029,2051,22,0,0,,1.0,0.0,13.0,8.0,0.0
44679,2015,1,3,6,AA,219,N3HMAA,SFO,LAX,2010,2009,-1,10.0,2019.0,90,84.0,51.0,337,2110.0,23.0,2140,2133,-7,0,0,,,,,,
44719,2015,1,3,6,UA,558,N813UA,LAX,SFO,2015,2023,8,12.0,2035.0,83,72.0,55.0,337,2130.0,5.0,2138,2135,-3,0,0,,,,,,
44804,2015,1,3,6,AA,2465,N3BVAA,LAX,SFO,2020,2014,-6,24.0,2038.0,80,85.0,56.0,337,2134.0,5.0,2140,2139,-1,0,0,,,,,,
45924,2015,1,3,6,UA,207,N439UA,LAX,SFO,2240,2245,5,25.0,2310.0,84,86.0,56.0,337,6.0,5.0,0004,0011,7,0,0,,,,,,
45951,2015,1,3,6,UA,568,N855UA,SFO,LAX,2249,2326,37,23.0,2349.0,85,80.0,47.0,337,36.0,10.0,0014,0046,32,0,0,,0.0,0.0,32.0,0.0,0.0
46456,2015,1,4,7,UA,635,N439UA,SFO,LAX,0600,0558,-2,24.0,622.0,87,102.0,51.0,337,713.0,27.0,0727,0740,13,0,0,,,,,,
46780,2015,1,4,7,UA,1725,N69838,LAX,SFO,0603,0606,3,15.0,621.0,87,76.0,54.0,337,715.0,7.0,0730,0722,-8,0,0,,,,,,
47386,2015,1,4,7,VX,922,N624VA,SFO,LAX,0645,0643,-2,13.0,656.0,80,74.0,51.0,337,747.0,10.0,0805,0757,-8,0,0,,,,,,
47478,2015,1,4,7,AA,338,N3JTAA,LAX,SFO,0650,0644,-6,13.0,657.0,80,72.0,55.0,337,752.0,4.0,0810,0756,-14,0,0,,,,,,
47600,2015,1,4,7,VX,925,N632VA,LAX,SFO,0700,0659,-1,10.0,709.0,80,72.0,56.0,337,805.0,6.0,0820,0811,-9,0,0,,,,,,
48210,2015,1,4,7,AA,76,N3JHAA,SFO,LAX,0730,0724,-6,19.0,743.0,85,94.0,53.0,337,836.0,22.0,0855,0858,3,0,0,,,,,,
48493,2015,1,4,7,WN,1545,N659SW,LAX,SFO,0750,0747,-3,6.0,753.0,75,70.0,55.0,337,848.0,9.0,0905,0857,-8,0,0,,,,,,
48549,2015,1,4,7,WN,2331,N361SW,SFO,LAX,0755,0754,-1,12.0,806.0,80,73.0,53.0,337,859.0,8.0,0915,0907,-8,0,0,,,,,,
49031,2015,1,4,7,UA,821,N831UA,LAX,SFO,0820,0925,65,26.0,951.0,98,87.0,56.0,337,1047.0,5.0,0958,1052,54,0,0,,0.0,0.0,54.0,0.0,0.0
49091,2015,1,4,7,UA,479,N815UA,SFO,LAX,0822,0820,-2,17.0,837.0,88,126.0,56.0,337,933.0,53.0,0950,1026,36,0,0,,36.0,0.0,0.0,0.0,0.0
49736,2015,1,4,7,AA,338,N3JTAA,SFO,LAX,0900,0854,-6,24.0,918.0,90,96.0,54.0,337,1012.0,18.0,1030,1030,0,0,0,,,,,,
49834,2015,1,4,7,WN,920,N375SW,SFO,LAX,0905,0905,0,22.0,927.0,80,82.0,55.0,337,1022.0,5.0,1025,1027,2,0,0,,,,,,
49904,2015,1,4,7,VX,935,N624VA,LAX,SFO,0910,0909,-1,9.0,918.0,80,71.0,57.0,337,1015.0,5.0,1030,1020,-10,0,0,,,,,,
50237,2015,1,4,7,UA,239,N443UA,LAX,SFO,0935,1029,54,21.0,1050.0,89,83.0,59.0,337,1149.0,3.0,1104,1152,48,0,0,,0.0,0.0,14.0,34.0,0.0
50427,2015,1,4,7,WN,2006,N361SW,LAX,SFO,0945,0951,6,5.0,956.0,75,65.0,56.0,337,1052.0,4.0,1100,1056,-4,0,0,,,,,,
50515,2015,1,4,7,AA,2378,N3LKAA,LAX,SFO,0950,1004,14,19.0,1023.0,85,76.0,54.0,337,1117.0,3.0,1115,1120,5,0,0,,,,,,
50689,2015,1,4,7,WN,1286,N626SW,SFO,LAX,1000,0959,-1,10.0,1009.0,80,80.0,53.0,337,1102.0,17.0,1120,1119,-1,0,0,,,,,,
51360,2015,1,4,7,UA,456,N815UA,LAX,SFO,1040,1107,27,15.0,1122.0,95,71.0,53.0,337,1215.0,3.0,1215,1218,3,0,0,,,,,,
51363,2015,1,4,7,UA,1676,N26215,SFO,LAX,1040,1052,12,14.0,1106.0,94,82.0,52.0,337,1158.0,16.0,1214,1214,0,0,0,,,,,,
51615,2015,1,4,7,WN,1009,N375SW,LAX,SFO,1055,1100,5,7.0,1107.0,75,67.0,53.0,337,1200.0,7.0,1210,1207,-3,0,0,,,,,,
51864,2015,1,4,7,VX,330,N639VA,SFO,LAX,1110,1109,-1,10.0,1119.0,80,70.0,56.0,337,1215.0,4.0,1230,1219,-11,0,0,,,,,,
52113,2015,1,4,7,VX,927,N838VA,LAX,SFO,1125,1124,-1,9.0,1133.0,80,64.0,53.0,337,1226.0,2.0,1245,1228,-17,0,0,,,,,,
52315,2015,1,4,7,WN,2509,N361SW,SFO,LAX,1135,1132,-3,14.0,1146.0,80,72.0,53.0,337,1239.0,5.0,1255,1244,-11,0,0,,,,,,
52628,2015,1,4,7,WN,2779,N626SW,LAX,SFO,1155,1153,-2,12.0,1205.0,75,74.0,58.0,337,1303.0,4.0,1310,1307,-3,0,0,,,,,,
53002,2015,1,4,7,AA,2378,N3LKAA,SFO,LAX,1215,1219,4,11.0,1230.0,80,75.0,54.0,337,1324.0,10.0,1335,1334,-1,0,0,,,,,,
53489,2015,1,4,7,UA,1266,N73259,LAX,SFO,1249,1342,53,14.0,1356.0,82,78.0,57.0,337,1453.0,7.0,1411,1500,49,0,0,,0.0,0.0,8.0,41.0,0.0
53492,2015,1,4,7,UA,392,N825UA,SFO,LAX,1250,1605,195,16.0,1621.0,95,94.0,52.0,337,1713.0,26.0,1425,1739,194,0,0,,0.0,0.0,21.0,173.0,0.0
53512,2015,1,4,7,WN,1098,N375SW,SFO,LAX,1250,1245,-5,14.0,1259.0,80,77.0,55.0,337,1354.0,8.0,1410,1402,-8,0,0,,,,,,
54094,2015,1,4,7,VX,928,N521VA,SFO,LAX,1325,1326,1,15.0,1341.0,75,77.0,54.0,337,1435.0,8.0,1440,1443,3,0,0,,,,,,
54101,2015,1,4,7,WN,2598,N361SW,LAX,SFO,1325,1325,0,7.0,1332.0,80,67.0,56.0,337,1428.0,4.0,1445,1432,-13,0,0,,,,,,
54175,2015,1,4,7,VX,929,N843VA,LAX,SFO,1330,1329,-1,11.0,1340.0,75,72.0,56.0,337,1436.0,5.0,1445,1441,-4,0,0,,,,,,
54486,2015,1,4,7,UA,706,N479UA,SFO,LAX,1347,1359,12,14.0,1413.0,89,78.0,50.0,337,1503.0,14.0,1516,1517,1,0,0,,,,,,
55341,2015,1,4,7,WN,1187,N375SW,LAX,SFO,1440,1445,5,11.0,1456.0,75,70.0,55.0,337,1551.0,4.0,1555,1555,0,0,0,,,,,,
55843,2015,1,4,7,UA,569,N434UA,SFO,LAX,1506,1516,10,23.0,1539.0,90,81.0,50.0,337,1629.0,8.0,1636,1637,1,0,0,,,,,,
55857,2015,1,4,7,UA,205,N825UA,LAX,SFO,1510,1823,193,16.0,1839.0,78,81.0,55.0,337,1934.0,10.0,1628,1944,196,0,0,,3.0,0.0,9.0,184.0,0.0
55957,2015,1,4,7,WN,2687,N361SW,SFO,LAX,1515,1511,-4,9.0,1520.0,85,80.0,52.0,337,1612.0,19.0,1640,1631,-9,0,0,,,,,,
56263,2015,1,4,7,VX,932,N837VA,SFO,LAX,1535,1553,18,11.0,1604.0,80,68.0,51.0,337,1655.0,6.0,1655,1701,6,0,0,,,,,,
56347,2015,1,4,7,VX,933,N521VA,LAX,SFO,1540,1542,2,12.0,1554.0,80,73.0,56.0,337,1650.0,5.0,1700,1655,-5,0,0,,,,,,
56677,2015,1,4,7,AA,209,N3GTAA,LAX,SFO,1600,1600,0,16.0,1616.0,75,72.0,53.0,337,1709.0,3.0,1715,1712,-3,0,0,,,,,,
56727,2015,1,4,7,UA,788,N479UA,LAX,SFO,1601,1618,17,20.0,1638.0,81,79.0,55.0,337,1733.0,4.0,1722,1737,15,0,0,,0.0,0.0,15.0,0.0,0.0
56822,2015,1,4,7,VX,936,N838VA,SFO,LAX,1610,1604,-6,10.0,1614.0,80,71.0,53.0,337,1707.0,8.0,1730,1715,-15,0,0,,,,,,
57075,2015,1,4,7,WN,1276,N375SW,SFO,LAX,1625,1624,-1,14.0,1638.0,80,79.0,53.0,337,1731.0,12.0,1745,1743,-2,0,0,,,,,,
57221,2015,1,4,7,UA,653,N823UA,SFO,LAX,1635,1642,7,16.0,1658.0,87,85.0,50.0,337,1748.0,19.0,1802,1807,5,0,0,,,,,,
57233,2015,1,4,7,VX,923,N629VA,LAX,SFO,1635,1638,3,18.0,1656.0,75,80.0,54.0,337,1750.0,8.0,1750,1758,8,0,0,,,,,,
57816,2015,1,4,7,WN,2776,N361SW,LAX,SFO,1710,1718,8,15.0,1733.0,75,76.0,55.0,337,1828.0,6.0,1825,1834,9,0,0,,,,,,
57879,2015,1,4,7,VX,945,N642VA,LAX,SFO,1715,1730,15,30.0,1800.0,75,93.0,56.0,337,1856.0,7.0,1830,1903,33,0,0,,0.0,0.0,18.0,15.0,0.0
58552,2015,1,4,7,WN,1585,N626SW,SFO,LAX,1750,1748,-2,19.0,1807.0,85,84.0,54.0,337,1901.0,11.0,1915,1912,-3,0,0,,,,,,
58761,2015,1,4,7,AA,219,N3JHAA,LAX,SFO,1800,1834,34,15.0,1849.0,80,84.0,53.0,337,1942.0,16.0,1920,1958,38,0,0,,4.0,0.0,2.0,32.0,0.0
58848,2015,1,4,7,AA,209,N3GTAA,SFO,LAX,1805,1950,105,12.0,2002.0,80,73.0,51.0,337,2053.0,10.0,1925,2103,98,0,0,,0.0,0.0,98.0,0.0,0.0
59006,2015,1,4,7,WN,1365,N375SW,LAX,SFO,1815,1822,7,15.0,1837.0,75,74.0,54.0,337,1931.0,5.0,1930,1936,6,0,0,,,,,,
59067,2015,1,4,7,UA,499,N841UA,SFO,LAX,1818,1839,21,11.0,1850.0,90,101.0,55.0,337,1945.0,35.0,1948,2020,32,0,0,,11.0,0.0,21.0,0.0,0.0
59146,2015,1,4,7,VX,941,N838VA,LAX,SFO,1825,1822,-3,9.0,1831.0,80,67.0,54.0,337,1925.0,4.0,1945,1929,-16,0,0,,,,,,
59301,2015,1,4,7,VX,938,N629VA,SFO,LAX,1835,1840,5,8.0,1848.0,80,70.0,54.0,337,1942.0,8.0,1955,1950,-5,0,0,,,,,,
59928,2015,1,4,7,UA,746,N823UA,LAX,SFO,1915,1912,-3,15.0,1927.0,84,74.0,56.0,337,2023.0,3.0,2039,2026,-13,0,0,,,,,,
60006,2015,1,4,7,VX,942,N523VA,SFO,LAX,1920,1919,-1,11.0,1930.0,80,71.0,52.0,337,2022.0,8.0,2040,2030,-10,0,0,,,,,,
60121,2015,1,4,7,UA,623,N817UA,SFO,LAX,1927,2041,74,19.0,2100.0,83,85.0,52.0,337,2152.0,14.0,2050,2206,76,0,0,,2.0,0.0,74.0,0.0,0.0
60410,2015,1,4,7,WN,2791,N626SW,LAX,SFO,1945,1950,5,10.0,2000.0,75,71.0,54.0,337,2054.0,7.0,2100,2101,1,0,0,,,,,,
60716,2015,1,4,7,WN,1454,N361SW,SFO,LAX,2000,2018,18,11.0,2029.0,80,70.0,52.0,337,2121.0,7.0,2120,2128,8,0,0,,,,,,
60888,2015,1,4,7,AA,219,N3JHAA,SFO,LAX,2010,2045,35,11.0,2056.0,90,74.0,52.0,337,2148.0,11.0,2140,2159,19,0,0,,0.0,0.0,1.0,18.0,0.0
61014,2015,1,4,7,AA,2465,N3GTAA,LAX,SFO,2020,2213,113,12.0,2225.0,80,70.0,53.0,337,2318.0,5.0,2140,2323,103,0,0,,0.0,0.0,18.0,85.0,0.0
61085,2015,1,4,7,VX,947,N855VA,LAX,SFO,2030,2047,17,10.0,2057.0,75,70.0,54.0,337,2151.0,6.0,2145,2157,12,0,0,,,,,,
61086,2015,1,4,7,VX,948,N838VA,SFO,LAX,2030,2025,-5,10.0,2035.0,80,70.0,50.0,337,2125.0,10.0,2150,2135,-15,0,0,,,,,,
61208,2015,1,4,7,UA,731,N841UA,LAX,SFO,2039,2104,25,20.0,2124.0,83,92.0,52.0,337,2216.0,20.0,2202,2236,34,0,0,,9.0,0.0,9.0,16.0,0.0
62262,2015,1,4,7,UA,366,N432UA,LAX,SFO,2240,2304,24,16.0,2320.0,84,73.0,55.0,337,15.0,2.0,0004,0017,13,0,0,,,,,,
62290,2015,1,4,7,UA,342,N823UA,SFO,LAX,2249,2302,13,13.0,2315.0,85,74.0,52.0,337,7.0,9.0,0014,0016,2,0,0,,,,,,
62801,2015,1,5,1,UA,261,N831UA,SFO,LAX,0600,0556,-4,16.0,612.0,87,105.0,55.0,337,707.0,34.0,0727,0741,14,0,0,,,,,,
62854,2015,1,5,1,WN,2242,N651SW,LAX,SFO,0600,0556,-4,20.0,616.0,80,80.0,54.0,337,710.0,6.0,0720,0716,-4,0,0,,,,,,
62890,2015,1,5,1,WN,1456,N375SW,SFO,LAX,0600,0556,-4,6.0,602.0,80,64.0,52.0,337,654.0,6.0,0720,0700,-20,0,0,,,,,,
63162,2015,1,5,1,UA,414,N468UA,LAX,SFO,0603,0557,-6,23.0,620.0,86,78.0,52.0,337,712.0,3.0,0729,0715,-14,0,0,,,,,,
63832,2015,1,5,1,VX,922,N848VA,SFO,LAX,0645,0640,-5,11.0,651.0,80,73.0,53.0,337,744.0,9.0,0805,0753,-12,0,0,,,,,,
63931,2015,1,5,1,AA,338,N3BSAA,LAX,SFO,0650,0646,-4,19.0,705.0,80,75.0,53.0,337,758.0,3.0,0810,0801,-9,0,0,,,,,,
64081,2015,1,5,1,VX,925,N529VA,LAX,SFO,0700,0659,-1,9.0,708.0,80,68.0,54.0,337,802.0,5.0,0820,0807,-13,0,0,,,,,,
64720,2015,1,5,1,AA,76,N3KJAA,SFO,LAX,0730,0724,-6,10.0,734.0,85,73.0,55.0,337,829.0,8.0,0855,0837,-18,0,0,,,,,,
65008,2015,1,5,1,WN,1545,N375SW,LAX,SFO,0750,0747,-3,6.0,753.0,75,65.0,54.0,337,847.0,5.0,0905,0852,-13,0,0,,,,,,
65076,2015,1,5,1,WN,2331,N651SW,SFO,LAX,0755,0752,-3,9.0,801.0,80,91.0,77.0,337,918.0,5.0,0915,0923,8,0,0,,,,,,
65158,2015,1,5,1,VX,1930,N844VA,SFO,LAX,0800,0758,-2,34.0,832.0,80,108.0,63.0,337,935.0,11.0,0920,0946,26,0,0,,26.0,0.0,0.0,0.0,0.0
65573,2015,1,5,1,UA,460,N831UA,LAX,SFO,0820,0828,8,14.0,842.0,98,74.0,56.0,337,938.0,4.0,0958,0942,-16,0,0,,,,,,
66094,2015,1,5,1,UA,479,N828UA,SFO,LAX,0850,0850,0,21.0,911.0,88,90.0,53.0,337,1004.0,16.0,1018,1020,2,0,0,,,,,,
66281,2015,1,5,1,AA,338,N3BSAA,SFO,LAX,0900,0855,-5,18.0,913.0,90,83.0,55.0,337,1008.0,10.0,1030,1018,-12,0,0,,,,,,
66374,2015,1,5,1,WN,920,N372SW,SFO,LAX,0905,0905,0,19.0,924.0,80,84.0,56.0,337,1020.0,9.0,1025,1029,4,0,0,,,,,,
66454,2015,1,5,1,VX,935,N848VA,LAX,SFO,0910,0911,1,9.0,920.0,80,67.0,53.0,337,1013.0,5.0,1030,1018,-12,0,0,,,,,,
66817,2015,1,5,1,UA,1188,N37462,LAX,SFO,0935,0946,11,20.0,1006.0,90,95.0,53.0,337,1059.0,22.0,1105,1121,16,0,0,,16.0,0.0,0.0,0.0,0.0
66998,2015,1,5,1,WN,2006,N651SW,LAX,SFO,0945,0945,0,15.0,1000.0,75,74.0,54.0,337,1054.0,5.0,1100,1059,-1,0,0,,,,,,
67093,2015,1,5,1,AA,2378,N3DWAA,LAX,SFO,0950,0947,-3,16.0,1003.0,85,74.0,54.0,337,1057.0,4.0,1115,1101,-14,0,0,,,,,,
67381,2015,1,5,1,WN,2346,N659SW,SFO,LAX,1005,1002,-3,10.0,1012.0,80,85.0,57.0,337,1109.0,18.0,1125,1127,2,0,0,,,,,,
67522,2015,1,5,1,UA,814,N819UA,SFO,LAX,1012,1008,-4,17.0,1025.0,93,85.0,53.0,337,1118.0,15.0,1145,1133,-12,0,0,,,,,,
68215,2015,1,5,1,WN,1009,N372SW,LAX,SFO,1055,1106,11,8.0,1114.0,75,66.0,53.0,337,1207.0,5.0,1210,1212,2,0,0,,,,,,
68388,2015,1,5,1,UA,531,N815UA,SFO,LAX,1105,1108,3,20.0,1128.0,93,89.0,53.0,337,1221.0,16.0,1238,1237,-1,0,0,,,,,,
68469,2015,1,5,1,UA,731,N852UA,LAX,SFO,1110,1108,-2,14.0,1122.0,95,72.0,54.0,337,1216.0,4.0,1245,1220,-25,0,0,,,,,,
68474,2015,1,5,1,VX,330,N631VA,SFO,LAX,1110,1106,-4,11.0,1117.0,80,75.0,54.0,337,1211.0,10.0,1230,1221,-9,0,0,,,,,,
68749,2015,1,5,1,VX,927,N361VA,LAX,SFO,1125,1126,1,12.0,1138.0,80,70.0,56.0,337,1234.0,2.0,1245,1236,-9,0,0,,,,,,
68932,2015,1,5,1,WN,2509,N626SW,SFO,LAX,1135,1135,0,16.0,1151.0,80,79.0,56.0,337,1247.0,7.0,1255,1254,-1,0,0,,,,,,
69259,2015,1,5,1,WN,2435,N659SW,LAX,SFO,1155,1204,9,9.0,1213.0,75,67.0,53.0,337,1306.0,5.0,1310,1311,1,0,0,,,,,,
69509,2015,1,5,1,UA,698,N401UA,SFO,LAX,1207,1209,2,13.0,1222.0,93,98.0,59.0,337,1321.0,26.0,1340,1347,7,0,0,,,,,,
69622,2015,1,5,1,AA,2378,N3DWAA,SFO,LAX,1215,1209,-6,19.0,1228.0,80,94.0,60.0,337,1328.0,15.0,1335,1343,8,0,0,,,,,,
69825,2015,1,5,1,UA,239,N828UA,LAX,SFO,1230,1228,-2,19.0,1247.0,81,72.0,50.0,337,1337.0,3.0,1351,1340,-11,0,0,,,,,,
70058,2015,1,5,1,WN,1098,N372SW,SFO,LAX,1245,1244,-1,23.0,1307.0,80,91.0,55.0,337,1402.0,13.0,1405,1415,10,0,0,,,,,,
70733,2015,1,5,1,UA,1531,N39297,SFO,LAX,1323,1328,5,10.0,1338.0,96,73.0,53.0,337,1431.0,10.0,1459,1441,-18,0,0,,,,,,
70755,2015,1,5,1,VX,928,N524VA,SFO,LAX,1325,1324,-1,9.0,1333.0,75,68.0,55.0,337,1428.0,4.0,1440,1432,-8,0,0,,,,,,
70756,2015,1,5,1,WN,2598,N626SW,LAX,SFO,1325,1333,8,8.0,1341.0,80,65.0,52.0,337,1433.0,5.0,1445,1438,-7,0,0,,,,,,
70830,2015,1,5,1,VX,929,N853VA,LAX,SFO,1330,1342,12,7.0,1349.0,75,64.0,51.0,337,1440.0,6.0,1445,1446,1,0,0,,,,,,
71942,2015,1,5,1,WN,1187,N372SW,LAX,SFO,1435,1450,15,7.0,1457.0,75,66.0,54.0,337,1551.0,5.0,1550,1556,6,0,0,,,,,,
72582,2015,1,5,1,UA,1670,N24224,LAX,SFO,1513,1516,3,16.0,1532.0,79,76.0,53.0,337,1625.0,7.0,1632,1632,0,0,0,,,,,,
72621,2015,1,5,1,WN,2687,N626SW,SFO,LAX,1515,1510,-5,10.0,1520.0,85,73.0,55.0,337,1615.0,8.0,1640,1623,-17,0,0,,,,,,
72680,2015,1,5,1,UA,390,N822UA,SFO,LAX,1519,1512,-7,15.0,1527.0,90,83.0,55.0,337,1622.0,13.0,1649,1635,-14,0,0,,,,,,
72948,2015,1,5,1,VX,932,N855VA,SFO,LAX,1535,1547,12,8.0,1555.0,80,70.0,54.0,337,1649.0,8.0,1655,1657,2,0,0,,,,,,
73037,2015,1,5,1,VX,933,N524VA,LAX,SFO,1540,1536,-4,7.0,1543.0,80,65.0,52.0,337,1635.0,6.0,1700,1641,-19,0,0,,,,,,
73319,2015,1,5,1,UA,205,N841UA,LAX,SFO,1557,1555,-2,32.0,1627.0,81,85.0,49.0,337,1716.0,4.0,1718,1720,2,0,0,,,,,,
73385,2015,1,5,1,AA,209,N3DWAA,LAX,SFO,1600,1602,2,17.0,1619.0,75,69.0,49.0,337,1708.0,3.0,1715,1711,-4,0,0,,,,,,
73538,2015,1,5,1,VX,936,N361VA,SFO,LAX,1610,1603,-7,16.0,1619.0,80,78.0,54.0,337,1713.0,8.0,1730,1721,-9,0,0,,,,,,
73710,2015,1,5,1,WN,1276,N372SW,SFO,LAX,1620,1622,2,12.0,1634.0,80,72.0,54.0,337,1728.0,6.0,1740,1734,-6,0,0,,,,,,
73817,2015,1,5,1,UA,1710,N39416,SFO,LAX,1627,1649,22,12.0,1701.0,88,76.0,54.0,337,1755.0,10.0,1755,1805,10,0,0,,,,,,
